"Positionsinhaber","Emittent","ISIN","Position","Datum"
"BlackRock Investment Management (UK) Limited","RIB Software AG","DE000A0Z2XN6","1,18","2015-03-09"
"Marshall Wace LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","0,71","2015-03-09"
"HBK Investments L.P.","RSP Permian Inc","US74978Q1058","0,52","2015-03-09"
"Marshall Wace LLP","HeidelbergCement AG","DE0006047004","0,57","2015-03-06"
"UBS O'Connor Limited","LPKF Laser & Electronics Aktiengesellschaft","DE0006450000","0,70","2015-03-06"
"BlueCrest Capital Management Limited","Vossloh Aktiengesellschaft","DE0007667107","0,79","2015-03-06"
"Numeric Investors LLC","Vossloh Aktiengesellschaft","DE0007667107","0,47","2015-03-06"
"JPMorgan Asset Management (UK) Ltd","ElringKlinger AG","DE0007856023","0,73","2015-03-06"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,38","2015-03-06"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","0,91","2015-03-06"
"BlackRock Investment Management (UK) Limited","RIB Software AG","DE000A0Z2XN6","1,22","2015-03-06"
"UBS O'Connor Limited","RIB Software AG","DE000A0Z2XN6","0,71","2015-03-06"
"Davidson Kempner European Partners, LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","0,18","2015-03-06"
"Marshall Wace LLP","QSC AG","DE0005137004","0,82","2015-03-05"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,50","2015-03-05"
"Marshall Wace LLP","Südzucker AG","DE0007297004","0,50","2015-03-05"
"JPMorgan Asset Management (UK) Ltd","ElringKlinger AG","DE0007856023","0,62","2015-03-05"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,01","2015-03-05"
"Viking Global Investors LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,62","2015-03-05"
"CQS (UK) LLP","alstria office REIT-AG","DE000A0LD2U1","2,06","2015-03-05"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","1,22","2015-03-05"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,31","2015-03-05"
"Odey Asset Management LLP","adidas AG","DE000A1EWWW0","1,64","2015-03-05"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","1,39","2015-03-05"
"LINDEN ADVISORS LP","Dialog Semiconductor GmbH","GB0059822006","2,08","2015-03-05"
"AQR Capital Management, LLC","LANXESS Aktiengesellschaft","DE0005470405","0,70","2015-03-04"
"Numeric Investors LLC","HAMBORNER REIT AG","DE0006013006","0,61","2015-03-04"
"AQR Capital Management, LLC","Salzgitter Aktiengesellschaft","DE0006202005","1,15","2015-03-04"
"Oxford Asset Management","Rheinmetall Aktiengesellschaft","DE0007030009","0,60","2015-03-04"
"UBS Global Asset Management (UK) Ltd","SGL Carbon SE","DE0007235301","0,73","2015-03-04"
"Marshall Wace LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,93","2015-03-04"
"AQR Capital Management, LLC","Wirecard AG","DE0007472060","0,48","2015-03-04"
"Citadel Europe LLP","Deutsche EuroShop AG","DE0007480204","0,49","2015-03-04"
"JPMorgan Asset Management (UK) Ltd","ElringKlinger AG","DE0007856023","0,53","2015-03-04"
"Viking Global Investors LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,56","2015-03-04"
"AQR Capital Management, LLC","AIXTRON SE","DE000A0WMPJ6","3,53","2015-03-04"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,19","2015-03-04"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","3,13","2015-03-04"
"Marshall Wace LLP","KUKA Aktiengesellschaft","DE0006204407","0,49","2015-03-03"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,61","2015-03-03"
"AKO Capital LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,53","2015-03-03"
"Millennium International Management LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,48","2015-03-03"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,92","2015-03-03"
"GLG Partners LP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,52","2015-03-03"
"CQS (UK) LLP","alstria office REIT-AG","DE000A0LD2U1","2,23","2015-03-03"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","2,97","2015-03-03"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,24","2015-03-03"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,79","2015-03-02"
"Numeric Investors LLC","HAMBORNER REIT AG","DE0006013006","0,55","2015-03-02"
"Marshall Wace LLP","HeidelbergCement AG","DE0006047004","0,60","2015-03-02"
"Citadel Europe LLP","KUKA Aktiengesellschaft","DE0006204407","0,48","2015-03-02"
"Marshall Wace LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,83","2015-03-02"
"BlackRock Investment Management (UK) Limited","ElringKlinger AG","DE0007856023","0,46","2015-03-02"
"Millennium International Management LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,51","2015-03-02"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","0,81","2015-03-02"
"CQS (UK) LLP","alstria office REIT-AG","DE000A0LD2U1","3,37","2015-03-02"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","1,10","2015-03-02"
"UBS O'Connor Limited","RIB Software AG","DE000A0Z2XN6","0,62","2015-03-02"
"LINDEN ADVISORS LP","Dialog Semiconductor GmbH","GB0059822006","1,81","2015-03-02"
"Oxford Asset Management","QSC AG","DE0005137004","0,58","2015-02-27"
"BlackRock Investment Management (UK) Limited","Kontron AG","DE0006053952","0,53","2015-02-27"
"AQR Capital Management, LLC","Salzgitter Aktiengesellschaft","DE0006202005","1,09","2015-02-27"
"Oxford Asset Management","Rheinmetall Aktiengesellschaft","DE0007030009","0,55","2015-02-27"
"Lazard Asset Management LLC","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,60","2015-02-27"
"Marshall Wace LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,77","2015-02-27"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,83","2015-02-27"
"BlackRock Investment Management (UK) Limited","Manz AG","DE000A0JQ5U3","0,79","2015-02-27"
"Oxford Asset Management","Manz AG","DE000A0JQ5U3","0,73","2015-02-27"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,22","2015-02-27"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,56","2015-02-27"
"Marshall Wace LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","0,60","2015-02-27"
"LINDEN ADVISORS LP","Dialog Semiconductor GmbH","GB0059822006","1,70","2015-02-27"
"Oxford Asset Management","QSC AG","DE0005137004","0,59","2015-02-26"
"Macquarie Funds Management Hong Kong Limited","CANCOM SE","DE0005419105","0,51","2015-02-26"
"AQR Capital Management, LLC","LANXESS Aktiengesellschaft","DE0005470405","0,69","2015-02-26"
"BlackRock Investment Management (UK) Limited","Kontron AG","DE0006053952","0,66","2015-02-26"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","0,66","2015-02-26"
"UBS Global Asset Management (UK) Ltd","SGL Carbon SE","DE0007235301","0,62","2015-02-26"
"Citadel Europe LLP","Südzucker AG","DE0007297004","0,49","2015-02-26"
"Marshall Wace LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,65","2015-02-26"
"BlackRock Investment Management (UK) Limited","Vossloh Aktiengesellschaft","DE0007667107","0,60","2015-02-26"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,44","2015-02-26"
"Adage Capital Management L.P.","MTU Aero Engines AG","DE000A0D9PT0","1,42","2015-02-26"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","1,00","2015-02-26"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,15","2015-02-26"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,60","2015-02-26"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","1,49","2015-02-26"
"Marshall Wace LLP","QSC AG","DE0005137004","0,70","2015-02-25"
"BlueCrest Capital Management Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,49","2015-02-25"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,07","2015-02-25"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,59","2015-02-25"
"LINDEN ADVISORS LP","Dialog Semiconductor GmbH","GB0059822006","1,57","2015-02-25"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","1,83","2015-02-24"
"Susquehanna International Holdings LLC","KUKA Aktiengesellschaft","DE0006204407","0,38","2015-02-24"
"BlackRock Institutional Trust Company, National Association","Rheinmetall Aktiengesellschaft","DE0007030009","0,43","2015-02-24"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,47","2015-02-24"
"Valinor Management, LLC","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","2,14","2015-02-24"
"AQR Capital Management, LLC","Wirecard AG","DE0007472060","0,50","2015-02-24"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,72","2015-02-24"
"Macquarie Funds Management Hong Kong Limited","AIXTRON SE","DE000A0WMPJ6","0,61","2015-02-24"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,69","2015-02-24"
"D.E. Shaw & Co. (London), LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","0,78","2015-02-24"
"Macquarie Funds Management Hong Kong Limited","Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien","DE0005493092","0,51","2015-02-23"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","1,55","2015-02-23"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","0,48","2015-02-23"
"Numeric Investors LLC","Vossloh Aktiengesellschaft","DE0007667107","0,59","2015-02-23"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,65","2015-02-23"
"Adage Capital Management L.P.","MTU Aero Engines AG","DE000A0D9PT0","1,21","2015-02-23"
"CQS (UK) LLP","alstria office REIT-AG","DE000A0LD2U1","3,88","2015-02-23"
"AQR Capital Management, LLC","AIXTRON SE","DE000A0WMPJ6","3,66","2015-02-23"
"Davidson Kempner European Partners, LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","2,40","2015-02-23"
"LINDEN ADVISORS LP","Dialog Semiconductor GmbH","GB0059822006","0,72","2015-02-23"
"GLG Partners LP","BUWOG - Berlin II GmbH","AT00BUWOG001","1,02","2015-02-20"
"BlueCrest Capital Management Limited","QSC AG","DE0005137004","1,19","2015-02-20"
"UBS Global Asset Management (UK) Ltd","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","0,51","2015-02-20"
"Marshall Wace LLP","KUKA Aktiengesellschaft","DE0006204407","0,58","2015-02-20"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","0,50","2015-02-20"
"WorldQuant, LLC","Rheinmetall Aktiengesellschaft","DE0007030009","0,47","2015-02-20"
"UBS Global Asset Management (UK) Ltd","SGL Carbon SE","DE0007235301","0,52","2015-02-20"
"BlackRock Institutional Trust Company, National Association","ElringKlinger AG","DE0007856023","0,79","2015-02-20"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,39","2015-02-20"
"Adage Capital Management L.P.","MTU Aero Engines AG","DE000A0D9PT0","1,16","2015-02-20"
"CQS (UK) LLP","alstria office REIT-AG","DE000A0LD2U1","3,72","2015-02-20"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","2,75","2015-02-20"
"Macquarie Funds Management Hong Kong Limited","AIXTRON SE","DE000A0WMPJ6","0,50","2015-02-20"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,78","2015-02-20"
"Marshall Wace LLP","HeidelbergCement AG","DE0006047004","0,50","2015-02-19"
"UBS O'Connor Limited","LPKF Laser & Electronics Aktiengesellschaft","DE0006450000","0,69","2015-02-19"
"BlackRock Institutional Trust Company, National Association","Rheinmetall Aktiengesellschaft","DE0007030009","0,52","2015-02-19"
"WorldQuant, LLC","Rheinmetall Aktiengesellschaft","DE0007030009","0,59","2015-02-19"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,51","2015-02-19"
"Egerton Capital (UK) LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,52","2015-02-19"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,51","2015-02-19"
"Adage Capital Management L.P.","MTU Aero Engines AG","DE000A0D9PT0","0,61","2015-02-19"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","2,67","2015-02-19"
"JPMorgan Asset Management (UK) Ltd","RIB Software AG","DE000A0Z2XN6","0,59","2015-02-19"
"Corvex Management LP","adidas AG","DE000A1EWWW0","0,62","2015-02-19"
"Davidson Kempner European Partners, LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","2,38","2015-02-19"
"GLG Partners LP","BUWOG - Berlin II GmbH","AT00BUWOG001","0,93","2015-02-18"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,87","2015-02-18"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,62","2015-02-18"
"Citadel Europe LLP","Südzucker AG","DE0007297004","0,58","2015-02-18"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,30","2015-02-18"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,29","2015-02-18"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","0,70","2015-02-18"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,81","2015-02-18"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,52","2015-02-18"
"Ennismore Fund Management Limited","RIB Software AG","DE000A0Z2XN6","1,91","2015-02-18"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","1,58","2015-02-18"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","1,43","2015-02-17"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","2,57","2015-02-17"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,97","2015-02-16"
"Citadel Europe LLP","Südzucker AG","DE0007297004","0,68","2015-02-16"
"Millennium International Management LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,42","2015-02-16"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,72","2015-02-16"
"Maverick Capital, Ltd.","K+S Aktiengesellschaft","DE000KSAG888","0,48","2015-02-16"
"BlueCrest Capital Management Limited","Zeal Network SE","GB00BHD66J44","0,46","2015-02-16"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,44","2015-02-13"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","0,67","2015-02-13"
"JPMorgan Asset Management (UK) Ltd","LANXESS Aktiengesellschaft","DE0005470405","0,60","2015-02-13"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","0,82","2015-02-13"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,06","2015-02-13"
"BlackRock Institutional Trust Company, National Association","Rheinmetall Aktiengesellschaft","DE0007030009","0,49","2015-02-13"
"Marshall Wace LLP","ThyssenKrupp AG","DE0007500001","0,50","2015-02-13"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,10","2015-02-13"
"JPMorgan Asset Management (UK) Ltd","Gerresheimer AG","DE000A0LD6E6","0,35","2015-02-13"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,85","2015-02-13"
"Davidson Kempner European Partners, LLP","Deutsche Annington Immobilien SE","DE000A1ML7J1","2,23","2015-02-13"
"Adelphi Capital LLP","OSRAM GmbH","DE000LED4000","0,41","2015-02-13"
"GLG Partners LP","BUWOG - Berlin II GmbH","AT00BUWOG001","0,83","2015-02-12"
"WorldQuant, LLC","LEONI AG","DE0005408884","0,49","2015-02-12"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","0,74","2015-02-12"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,19","2015-02-12"
"Marshall Wace LLP","KUKA Aktiengesellschaft","DE0006204407","0,68","2015-02-12"
"Millennium International Management LP","MorphoSys AG","DE0006632003","2,09","2015-02-12"
"Marshall Wace LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,50","2015-02-12"
"AQR Capital Management, LLC","ThyssenKrupp AG","DE0007500001","0,49","2015-02-12"
"Millennium International Management LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,50","2015-02-12"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","0,61","2015-02-12"
"Ennismore Fund Management Limited","TOM TAILOR Holding AG","DE000A0STST2","0,59","2015-02-12"
"AQR Capital Management, LLC","AIXTRON SE","DE000A0WMPJ6","3,71","2015-02-12"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,64","2015-02-12"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,55","2015-02-12"
"Maverick Capital, Ltd.","K+S Aktiengesellschaft","DE000KSAG888","0,55","2015-02-12"
"Marshall Wace LLP","ProSiebenSat.1 Media AG","DE000PSM7770","0,47","2015-02-12"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,37","2015-02-11"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","1,41","2015-02-11"
"JPMorgan Asset Management (UK) Ltd","LPKF Laser & Electronics Aktiengesellschaft","DE0006450000","0,58","2015-02-11"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,54","2015-02-11"
"Numeric Investors LLC","Vossloh Aktiengesellschaft","DE0007667107","0,69","2015-02-11"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,01","2015-02-11"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","1,69","2015-02-11"
"HBK Investments L.P.","Ensco Plc","GB00B4VLR192","0,49","2015-02-11"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,58","2015-02-10"
"Myriad Opportunities Master Fund Limited","Drillisch Aktiengesellschaft","DE0005545503","1,05","2015-02-10"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,40","2015-02-10"
"AQR Capital Management, LLC","Salzgitter Aktiengesellschaft","DE0006202005","1,19","2015-02-10"
"JPMorgan Asset Management (UK) Ltd","Rheinmetall Aktiengesellschaft","DE0007030009","0,62","2015-02-10"
"JPMorgan Asset Management (UK) Ltd","SGL Carbon SE","DE0007235301","0,50","2015-02-10"
"BlackRock Investment Management (UK) Limited","STADA Arzneimittel Aktiengesellschaft","DE0007251803","0,49","2015-02-10"
"BlueCrest Capital Management Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,50","2015-02-10"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,60","2015-02-10"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,33","2015-02-10"
"Ennismore Fund Management Limited","TOM TAILOR Holding AG","DE000A0STST2","0,68","2015-02-10"
"AQR Capital Management, LLC","AIXTRON SE","DE000A0WMPJ6","3,62","2015-02-10"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,44","2015-02-10"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,74","2015-02-10"
"Maverick Capital, Ltd.","K+S Aktiengesellschaft","DE000KSAG888","0,68","2015-02-10"
"Odey Asset Management LLP","ProSiebenSat.1 Digital & Adjacent GmbH","DE000PSM7770","0,49","2015-02-10"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,63","2015-02-09"
"WorldQuant, LLC","LEONI AG","DE0005408884","0,50","2015-02-09"
"Myriad Opportunities Master Fund Limited","Drillisch Aktiengesellschaft","DE0005545503","1,21","2015-02-09"
